speed,timestamp
0.0,1693738528.666
0.0,1693738528.729
0.0,1693738528.792
0.0,1693738528.858
0.0,1693738528.921
0.0,1693738528.984
0.0,1693738529.043
0.0,1693738529.105
0.0,1693738529.168
0.0,1693738529.231
0.0,1693738529.294
0.0,1693738529.36
0.0,1693738529.423
0.0,1693738529.486
0.0,1693738529.549
0.0,1693738529.611
0.0,1693738529.674
0.0,1693738529.737
0.0,1693738529.8
0.0,1693738529.866
0.0,1693738529.929
0.0,1693738529.992
0.0,1693738530.05
0.0,1693738530.113
0.0,1693738530.176
0.0,1693738530.239
0.0,1693738530.301
0.0,1693738530.368
0.0,1693738530.431
0.0,1693738530.494
0.0,1693738530.556
0.0,1693738530.619
0.0,1693738530.682
0.0,1693738530.745
0.0,1693738530.807
0.0,1693738530.874
0.0,1693738530.937
0.0,1693738530.1
0.0,1693738531.058
0.0,1693738531.121
0.0,1693738531.184
0.0,1693738531.247
0.0,1693738531.309
0.0,1693738531.376
0.0,1693738531.439
0.0,1693738531.501
0.0,1693738531.564
0.0,1693738531.627
0.0,1693738531.69
0.0,1693738531.752
0.0,1693738531.815
0.0,1693738531.882
0.0,1693738531.945
0.0,1693738532.003
0.0,1693738532.066
0.0,1693738532.152
0.0,1693738532.192
0.0,1693738532.254
0.0,1693738532.317
0.0,1693738532.384
0.0,1693738532.447
0.0,1693738532.509
0.0,1693738532.572
0.0,1693738532.635
0.0,1693738532.698
0.0,1693738532.76
0.0,1693738532.823
0.0,1693738532.89
0.0,1693738532.952
0.0,1693738533.011
0.0,1693738533.074
0.0,1693738533.152
0.0,1693738533.2
0.0,1693738533.262
0.0,1693738533.325
0.0,1693738533.392
0.0,1693738533.454
0.0,1693738533.517
0.0,1693738533.58
0.0,1693738533.643
0.0,1693738533.705
0.0,1693738533.768
0.0,1693738533.831
0.0,1693738533.898
0.0,1693738533.96
0.0,1693738534.019
0.0,1693738534.082
0.0,1693738534.152
0.0,1693738534.207
0.0,1693738534.27
0.0,1693738534.333
0.0,1693738534.4
0.0,1693738534.462
0.0,1693738534.525
0.0,1693738534.588
0.0,1693738534.65
0.0,1693738534.713
0.0,1693738534.776
0.0,1693738547.447
0.0,1693738547.509
0.0,1693738547.572
0.0,1693738547.635
0.0,1693738547.698
0.0,1693738547.76
0.0,1693738547.823
0.0,1693738547.89
0.0,1693738547.952
0.0,1693738548.011
0.0,1693738548.074
0.0,1693738548.137
0.0,1693738548.2
0.0,1693738548.262
0.0,1693738548.325
0.0,1693738548.392
0.0,1693738548.454
0.0,1693738548.517
0.0,1693738548.58
0.0,1693738548.643
0.0,1693738548.705
0.0,1693738548.768
0.0,1693738548.831
0.0,1693738548.898
0.0,1693738548.96
0.0,1693738549.019
0.0,1693738549.082
0.0,1693738549.168
0.0,1693738549.207
0.0,1693738549.27
0.0,1693738549.333
0.0,1693738549.4
0.0,1693738549.462
0.0,1693738549.525
0.0,1693738549.588
0.0,1693738549.65
0.0,1693738549.713
0.0,1693738549.776
0.0,1693738549.839
0.0,1693738549.905
0.0,1693738549.968
0.0,1693738550.027
0.0,1693738550.09
0.0,1693738550.168
0.0,1693738550.215
0.0,1693738550.278
0.0,1693738550.341
0.0,1693738550.407
0.0,1693738550.47
0.0,1693738550.533
0.0,1693738550.596
0.316629,1693738550.658
0.316629,1693738550.721
0.316629,1693738550.784
0.0,1693738550.847
0.300136,1693738550.913
0.300136,1693738550.976
0.0,1693738551.035
0.0,1693738551.098
0.240959,1693738551.172
0.0,1693738551.223
0.0,1693738551.286
0.0,1693738551.349
0.0,1693738551.415
0.322844,1693738551.478
0.322844,1693738551.541
0.331663,1693738551.603
0.456736,1693738551.666
0.469087,1693738551.729
0.485761,1693738551.792
0.595582,1693738551.854
0.609727,1693738551.921
0.712545,1693738551.984
0.725484,1693738552.043
0.810412,1693738552.105
0.870414,1693738552.172
0.933496,1693738552.231
0.984931,1693738552.294
1.03447,1693738552.356
1.11213,1693738552.423
1.15188,1693738552.486
1.18124,1693738552.549
1.24366,1693738552.611
1.29287,1693738552.674
1.34019,1693738552.737
1.38108,1693738552.8
1.41798,1693738552.862
1.43773,1693738552.929
1.46911,1693738552.992
1.50758,1693738553.05
1.5351,1693738553.113
1.57251,1693738553.176
1.5936,1693738553.239
1.61253,1693738553.301
1.64497,1693738553.364
1.66357,1693738553.431
1.69403,1693738553.494
1.72526,1693738553.556
1.75337,1693738553.619
1.77388,1693738553.682
1.80434,1693738553.745
1.83428,1693738553.807
1.86303,1693738553.87
1.8936,1693738553.937
1.91344,1693738553.1
1.94409,1693738554.058
1.97562,1693738554.121
2.01211,1693738554.184
2.04284,1693738554.247
2.07462,1693738554.309
2.09287,1693738554.372
2.13337,1693738554.439
2.16634,1693738554.501
2.19612,1693738554.564
2.23106,1693738554.627
2.26296,1693738554.69
2.27648,1693738554.752
2.2981,1693738554.815
2.306,1693738554.878
2.31303,1693738554.945
2.31431,1693738555.003
2.30917,1693738555.066
2.30629,1693738555.129
2.28992,1693738555.192
2.27814,1693738555.254
2.26095,1693738555.317
2.24757,1693738555.38
2.23219,1693738555.447
2.2236,1693738555.509
2.21396,1693738555.572
2.21727,1693738555.635
2.22218,1693738555.698
2.23786,1693738555.76
2.24919,1693738555.823
2.2754,1693738555.886
2.30731,1693738555.952
2.34658,1693738556.011
2.38053,1693738556.074
2.42567,1693738556.137
2.44059,1693738556.2
2.47864,1693738556.262
2.49965,1693738556.325
2.53094,1693738556.388
2.56294,1693738556.454
2.59329,1693738556.517
2.60493,1693738556.58
2.6325,1693738556.643
2.65571,1693738556.705
2.68979,1693738556.768
2.72537,1693738556.831
2.74191,1693738556.894
2.75221,1693738556.96
2.77354,1693738557.019
2.79208,1693738557.082
2.81457,1693738557.145
2.81928,1693738557.207
2.82607,1693738557.27
2.83683,1693738557.333
2.85067,1693738557.396
2.86251,1693738557.462
2.87081,1693738557.525
2.88215,1693738557.588
2.89236,1693738557.65
2.90352,1693738557.713
2.91173,1693738557.776
2.9198,1693738557.839
2.93353,1693738557.901
2.95504,1693738557.968
2.96598,1693738558.027
2.99239,1693738558.09
3.01124,1693738558.184
3.0358,1693738558.215
3.06626,1693738558.278
3.09083,1693738558.341
3.10342,1693738558.403
3.12753,1693738558.47
3.151,1693738558.533
3.18655,1693738558.596
3.21781,1693738558.658
3.24312,1693738558.721
3.26045,1693738558.784
3.29549,1693738558.847
3.32657,1693738558.909
3.35563,1693738558.976
3.38394,1693738559.035
3.41275,1693738559.098
3.42775,1693738559.18
3.45606,1693738559.223
3.48118,1693738559.286
3.4969,1693738559.349
3.51411,1693738559.411
3.5215,1693738559.478
3.54055,1693738559.541
3.55491,1693738559.603
3.56795,1693738559.666
3.57773,1693738559.729
3.58726,1693738559.792
3.59367,1693738559.854
3.60641,1693738559.917
3.61194,1693738559.984
3.62154,1693738560.043
3.62659,1693738560.105
3.6278,1693738560.231
3.62066,1693738560.294
3.61662,1693738560.356
3.61088,1693738560.419
3.59979,1693738560.486
3.59257,1693738560.549
3.58366,1693738560.611
3.58058,1693738560.674
3.56824,1693738560.737
3.56894,1693738560.8
3.55628,1693738560.862
3.56091,1693738560.925
